tool_1	tool_2	cell_line	nr_union	nr_intersection	perc_compound_val_1	count_group	perc_compound_val_2	total_n_1	total_n_2	w_val_rate	tool_lt_1	tool_lt_2	tool_combo
circtools	CIRI2	HLF	7820	5067	0.9561507936507936	count ≥ 5	0.9413793103448276	5469	7418	0.9476480495549098	F	G	FG
circtools	CIRI2	SW480	6655	4117	0.9561507936507936	count ≥ 5	0.9413793103448276	4438	6334	0.9474650737046378	F	G	FG
circtools	CIRIquant	NCI-H23	5393	3298	0.9561507936507936	count ≥ 5	0.9623376623376624	4397	4294	0.959207566650611	F	H	FH
circtools	CIRIquant	HLF	6535	4034	0.9561507936507936	count ≥ 5	0.9623376623376624	5469	5100	0.9591362256030153	F	H	FH
circtools	CIRIquant	SW480	5519	3386	0.9561507936507936	count ≥ 5	0.9623376623376624	4438	4467	0.959254302064521	F	H	FH
circtools	ecircscreen	NCI-H23	4569	1737	0.9561507936507936	count ≥ 5	0.9459915611814346	4397	1909	0.9530753139831745	F	I	FI
circtools	ecircscreen	HLF	5644	2135	0.9561507936507936	count ≥ 5	0.9459915611814346	5469	2310	0.9531339756787895	F	I	FI
circtools	ecircscreen	SW480	4613	1793	0.9561507936507936	count ≥ 5	0.9459915611814346	4438	1968	0.9530297556396011	F	I	FI
circtools	find_circ	NCI-H23	4885	2555	0.9561507936507936	count ≥ 5	0.931033145958519	4397	3043	0.9458775407035367	F	J	FJ
circtools	find_circ	HLF	5943	3095	0.9561507936507936	count ≥ 5	0.931033145958519	5469	3569	0.9462321297192016	F	J	FJ
circtools	find_circ	SW480	4863	2547	0.9561507936507936	count ≥ 5	0.931033145958519	4438	2972	0.946076617005525	F	J	FJ
circtools	KNIFE	NCI-H23	5476	800	0.9561507936507936	count ≥ 5	0.927353034804754	4397	1879	0.9475289024985138	F	K	FK
circtools	KNIFE	HLF	6781	971	0.9561507936507936	count ≥ 5	0.927353034804754	5469	2283	0.9476697199349128	F	K	FK
circtools	KNIFE	SW480	5594	869	0.9561507936507936	count ≥ 5	0.927353034804754	4438	2025	0.9471278226368326	F	K	FK
circtools	NCLscan	NCI-H23	5386	752	0.9561507936507936	count ≥ 5	0.9482758620689656	4397	1741	0.9539171253738365	F	N	FN
circtools	NCLscan	HLF	6713	953	0.9561507936507936	count ≥ 5	0.9482758620689656	5469	2197	0.953893915919868	F	N	FN
circtools	NCLscan	SW480	5421	809	0.9561507936507936	count ≥ 5	0.9482758620689656	4438	1792	0.9538856447913016	F	N	FN
circtools	NCLcomparator	NCI-H23	5361	728	0.9561507936507936	count ≥ 5	0.9276515151515152	4397	1692	0.9482314671241424	F	L	FL
circtools	NCLcomparator	HLF	6684	931	0.9561507936507936	count ≥ 5	0.9276515151515152	5469	2146	0.948119348915475	F	L	FL
circtools	NCLcomparator	SW480	5403	793	0.9561507936507936	count ≥ 5	0.9276515151515152	4438	1758	0.9480646523335353	F	L	FL
circtools	PFv2	NCI-H23	5154	201	0.9561507936507936	count ≥ 5	0.2439538043478261	4397	958	0.828740015732541	F	M	FM
circtools	PFv2	HLF	6232	265	0.9561507936507936	count ≥ 5	0.2439538043478261	5469	1028	0.8434620904026098	F	M	FM
circtools	PFv2	SW480	5040	250	0.9561507936507936	count ≥ 5	0.2439538043478261	4438	852	0.8414453428216577	F	M	FM
circtools	segemehl	NCI-H23	4746	799	0.9561507936507936	count ≥ 5	0.8947784810126582	4397	1148	0.9434446773462708	F	O	FO
circtools	segemehl	HLF	5861	980	0.9561507936507936	count ≥ 5	0.8947784810126582	5469	1372	0.9438422403779503	F	O	FO
circtools	segemehl	SW480	4508	269	0.9561507936507936	count ≥ 5	0.8947784810126582	4438	339	0.9517955049791738	F	O	FO
circtools	CircSplice	NCI-H23	4553	3072	0.9561507936507936	count ≥ 5	0.8546995936532509	4397	3228	0.913202010228883	F	E	EF
circtools	CircSplice	HLF	5639	3926	0.9561507936507936	count ≥ 5	0.8546995936532509	5469	4096	0.9127065578755782	F	E	EF
circtools	CircSplice	SW480	4590	3056	0.9561507936507936	count ≥ 5	0.8546995936532509	4438	3208	0.9135853411799438	F	E	EF
CIRCexplorer3	circtools	NCI-H23	5768	3376	0.947398190045249	count ≥ 5	0.9561507936507936	4747	4397	0.9516069824833046	A	F	AF
CIRCexplorer3	circtools	HLF	6925	4074	0.947398190045249	count ≥ 5	0.9561507936507936	5530	5469	0.9517502210588614	A	F	AF
CIRCexplorer3	circtools	SW480	5871	3491	0.947398190045249	count ≥ 5	0.9561507936507936	4924	4438	0.9515473093361492	A	F	AF
CIRCexplorer3	CIRCexplorer3	NCI-H23	4747	4747	0.947398190045249	count ≥ 5	0.947398190045249	4747	4747	0.9473981900452488	A	A	A
CIRCexplorer3	CIRCexplorer3	HLF	5530	5530	0.947398190045249	count ≥ 5	0.947398190045249	5530	5530	0.947398190045249	A	A	A
CIRCexplorer3	CIRCexplorer3	SW480	4924	4924	0.947398190045249	count ≥ 5	0.947398190045249	4924	4924	0.947398190045249	A	A	A
CIRCexplorer3	CirComPara2	NCI-H23	6003	3656	0.947398190045249	count ≥ 5	0.9625	4747	4912	0.9550780834604821	A	B	AB
CIRCexplorer3	CirComPara2	HLF	6980	4130	0.947398190045249	count ≥ 5	0.9625	5530	5580	0.9549830774932697	A	B	AB
CIRCexplorer3	CirComPara2	SW480	6302	3823	0.947398190045249	count ≥ 5	0.9625	4924	5201	0.9551556728674376	A	B	AB
CIRCexplorer3	circRNA_finder	NCI-H23	5370	2339	0.947398190045249	count ≥ 5	0.9368589743589744	4747	2962	0.9433487469446203	A	C	AC
CIRCexplorer3	circRNA_finder	HLF	6343	2971	0.947398190045249	count ≥ 5	0.9368589743589744	5530	3784	0.9431164215079004	A	C	AC
CIRCexplorer3	circRNA_finder	SW480	5488	2437	0.947398190045249	count ≥ 5	0.9368589743589744	4924	3001	0.9434072517140805	A	C	AC
CIRCexplorer3	circseq_cup	NCI-H23	6516	1015	0.947398190045249	count ≥ 5	0.7788351732013704	4747	2784	0.8850851587222694	A	D	AD
CIRCexplorer3	circseq_cup	HLF	7471	949	0.947398190045249	count ≥ 5	0.7788351732013704	5530	2890	0.8895422377080981	A	D	AD
CIRCexplorer3	circseq_cup	SW480	6639	1031	0.947398190045249	count ≥ 5	0.7788351732013704	4924	2746	0.8870495532456022	A	D	AD
CIRCexplorer3	CIRI2	NCI-H23	6570	4385	0.947398190045249	count ≥ 5	0.9413793103448276	4747	6208	0.9439873999785929	A	G	AG
CIRCexplorer3	CIRI2	HLF	7815	5133	0.947398190045249	count ≥ 5	0.9413793103448276	5530	7418	0.9439499316564841	A	G	AG
CIRCexplorer3	CIRI2	SW480	6697	4561	0.947398190045249	count ≥ 5	0.9413793103448276	4924	6334	0.9440118350956603	A	G	AG
CIRCexplorer3	CIRIquant	NCI-H23	5788	3253	0.947398190045249	count ≥ 5	0.9623376623376624	4747	4294	0.9544936544876361	A	H	AH
CIRCexplorer3	CIRIquant	HLF	6838	3792	0.947398190045249	count ≥ 5	0.9623376623376624	5530	5100	0.954565763769737	A	H	AH
CIRCexplorer3	CIRIquant	SW480	5967	3424	0.947398190045249	count ≥ 5	0.9623376623376624	4924	4467	0.9545044218342184	A	H	AH
CIRCexplorer3	ecircscreen	NCI-H23	5035	1621	0.947398190045249	count ≥ 5	0.9459915611814346	4747	1909	0.9469947563762252	A	I	AI
CIRCexplorer3	ecircscreen	HLF	5845	1995	0.947398190045249	count ≥ 5	0.9459915611814346	5530	2310	0.9469837368978751	A	I	AI
CIRCexplorer3	ecircscreen	SW480	5179	1713	0.947398190045249	count ≥ 5	0.9459915611814346	4924	1968	0.9469965293366032	A	I	AI
CIRCexplorer3	find_circ	NCI-H23	5281	2509	0.947398190045249	count ≥ 5	0.931033145958519	4747	3043	0.9410055290496238	A	J	AJ
CIRCexplorer3	find_circ	HLF	6160	2939	0.947398190045249	count ≥ 5	0.931033145958519	5530	3569	0.9409791503325841	A	J	AJ
CIRCexplorer3	find_circ	SW480	5357	2539	0.947398190045249	count ≥ 5	0.931033145958519	4924	2972	0.9412385001990279	A	J	AJ
CIRCexplorer3	KNIFE	NCI-H23	5823	803	0.947398190045249	count ≥ 5	0.927353034804754	4747	1879	0.9417137881893947	A	K	AK
CIRCexplorer3	KNIFE	HLF	6849	964	0.947398190045249	count ≥ 5	0.927353034804754	5530	2283	0.9415408894674876	A	K	AK
CIRCexplorer3	KNIFE	SW480	6074	875	0.947398190045249	count ≥ 5	0.927353034804754	4924	2025	0.9415568546931116	A	K	AK
CIRCexplorer3	NCLscan	NCI-H23	5742	746	0.947398190045249	count ≥ 5	0.9482758620689656	4747	1741	0.9476337059196771	A	N	AN
CIRCexplorer3	NCLscan	HLF	6812	915	0.947398190045249	count ≥ 5	0.9482758620689656	5530	2197	0.9476477364974434	A	N	AN
CIRCexplorer3	NCLscan	SW480	5917	799	0.947398190045249	count ≥ 5	0.9482758620689656	4924	1792	0.9476323753142334	A	N	AN
CIRCexplorer3	NCLcomparator	NCI-H23	5716	723	0.947398190045249	count ≥ 5	0.9276515151515152	4747	1692	0.9422092827739028	A	L	AL
CIRCexplorer3	NCLcomparator	HLF	6783	893	0.947398190045249	count ≥ 5	0.9276515151515152	5530	2146	0.9418775589454635	A	L	AL
CIRCexplorer3	NCLcomparator	SW480	5899	783	0.947398190045249	count ≥ 5	0.9276515151515152	4924	1758	0.9422029409486935	A	L	AL
CIRCexplorer3	PFv2	NCI-H23	5549	156	0.947398190045249	count ≥ 5	0.2439538043478261	4747	958	0.8292737866275222	A	M	AM
CIRCexplorer3	PFv2	HLF	6346	212	0.947398190045249	count ≥ 5	0.2439538043478261	5530	1028	0.8371296892070437	A	M	AM
CIRCexplorer3	PFv2	SW480	5564	212	0.947398190045249	count ≥ 5	0.2439538043478261	4924	852	0.8436352716563631	A	M	AM
CIRCexplorer3	segemehl	NCI-H23	5179	716	0.947398190045249	count ≥ 5	0.8947784810126582	4747	1148	0.9371509591768157	A	O	AO
CIRCexplorer3	segemehl	HLF	6056	846	0.947398190045249	count ≥ 5	0.8947784810126582	5530	1372	0.9369382884525637	A	O	AO
CIRCexplorer3	segemehl	SW480	5020	243	0.947398190045249	count ≥ 5	0.8947784810126582	4924	339	0.9440088529063456	A	O	AO
CIRCexplorer3	CircSplice	NCI-H23	5357	2618	0.947398190045249	count ≥ 5	0.8546995936532509	4747	3228	0.9098770528473342	A	E	AE
CIRCexplorer3	CircSplice	HLF	6309	3317	0.947398190045249	count ≥ 5	0.8546995936532509	5530	4096	0.9079536179673742	A	E	AE
CIRCexplorer3	CircSplice	SW480	5448	2684	0.947398190045249	count ≥ 5	0.8546995936532509	4924	3208	0.9108294373121538	A	E	AE
CirComPara2	circtools	NCI-H23	5720	3589	0.9625	count ≥ 5	0.9561507936507936	4912	4397	0.9595010247805931	B	F	BF
CirComPara2	circtools	HLF	6671	4378	0.9625	count ≥ 5	0.9561507936507936	5580	5469	0.9593572893905503	B	F	BF
CirComPara2	circtools	SW480	5872	3767	0.9625	count ≥ 5	0.9561507936507936	5201	4438	0.9595766907586081	B	F	BF
CirComPara2	CIRCexplorer3	NCI-H23	6003	3656	0.9625	count ≥ 5	0.947398190045249	4912	4747	0.9550780834604821	B	A	AB
CirComPara2	CIRCexplorer3	HLF	6980	4130	0.9625	count ≥ 5	0.947398190045249	5580	5530	0.9549830774932697	B	A	AB
CirComPara2	CIRCexplorer3	SW480	6302	3823	0.9625	count ≥ 5	0.947398190045249	5201	4924	0.9551556728674376	B	A	AB
CirComPara2	CirComPara2	NCI-H23	4912	4912	0.9625	count ≥ 5	0.9625	4912	4912	0.9625	B	B	B
CirComPara2	CirComPara2	HLF	5580	5580	0.9625	count ≥ 5	0.9625	5580	5580	0.9625	B	B	B
CirComPara2	CirComPara2	SW480	5201	5201	0.9625	count ≥ 5	0.9625	5201	5201	0.9625000000000001	B	B	B
CirComPara2	circRNA_finder	NCI-H23	5274	2600	0.9625	count ≥ 5	0.9368589743589744	4912	2962	0.9528544935294998	B	C	BC
CirComPara2	circRNA_finder	HLF	6086	3278	0.9625	count ≥ 5	0.9368589743589744	5580	3784	0.9521384407277187	B	C	BC
CirComPara2	circRNA_finder	SW480	5501	2701	0.9625	count ≥ 5	0.9368589743589744	5201	3001	0.9531182982261988	B	C	BC
CirComPara2	circseq_cup	NCI-H23	6625	1071	0.9625	count ≥ 5	0.7788351732013704	4912	2784	0.89605991712482	B	D	BD
CirComPara2	circseq_cup	HLF	7487	983	0.9625	count ≥ 5	0.7788351732013704	5580	2890	0.8998327804665832	B	D	BD
CirComPara2	circseq_cup	SW480	6861	1086	0.9625	count ≥ 5	0.7788351732013704	5201	2746	0.8990366031975542	B	D	BD
CirComPara2	CIRI2	NCI-H23	6775	4345	0.9625	count ≥ 5	0.9413793103448276	4912	6208	0.9507088811709253	B	G	BG
CirComPara2	CIRI2	HLF	8004	4994	0.9625	count ≥ 5	0.9413793103448276	5580	7418	0.9504463551421704	B	G	BG
CirComPara2	CIRI2	SW480	6961	4574	0.9625	count ≥ 5	0.9413793103448276	5201	6334	0.9509023885326517	B	G	BG
CirComPara2	CIRIquant	NCI-H23	5839	3367	0.9625	count ≥ 5	0.9623376623376624	4912	4294	0.9624242800432242	B	H	BH
CirComPara2	CIRIquant	HLF	6767	3913	0.9625	count ≥ 5	0.9623376623376624	5580	5100	0.9624224792061871	B	H	BH
CirComPara2	CIRIquant	SW480	6110	3558	0.9625	count ≥ 5	0.9623376623376624	5201	4467	0.9624249935521658	B	H	BH
CirComPara2	ecircscreen	NCI-H23	5087	1734	0.9625	count ≥ 5	0.9459915611814346	4912	1909	0.9578797669396509	B	I	BI
CirComPara2	ecircscreen	HLF	5778	2112	0.9625	count ≥ 5	0.9459915611814346	5580	2310	0.9576667308401918	B	I	BI
CirComPara2	ecircscreen	SW480	5343	1826	0.9625	count ≥ 5	0.9459915611814346	5201	1968	0.9579681813928113	B	I	BI
CirComPara2	find_circ	NCI-H23	5395	2560	0.9625	count ≥ 5	0.931033145958519	4912	3043	0.9504630877626364	B	J	BJ
CirComPara2	find_circ	HLF	6139	3010	0.9625	count ≥ 5	0.931033145958519	5580	3569	0.950224865878889	B	J	BJ
CirComPara2	find_circ	SW480	5568	2605	0.9625	count ≥ 5	0.931033145958519	5201	2972	0.9510575076212797	B	J	BJ
CirComPara2	KNIFE	NCI-H23	5983	808	0.9625	count ≥ 5	0.927353034804754	4912	1879	0.9527751954643104	B	K	BK
CirComPara2	KNIFE	HLF	6906	957	0.9625	count ≥ 5	0.927353034804754	5580	2283	0.9522951772172521	B	K	BK
CirComPara2	KNIFE	SW480	6340	886	0.9625	count ≥ 5	0.927353034804754	5201	2025	0.9526504837364554	B	K	BK
CirComPara2	NCLscan	NCI-H23	5875	778	0.9625	count ≥ 5	0.9482758620689656	4912	1741	0.9587777357375724	B	N	BN
CirComPara2	NCLscan	HLF	6800	977	0.9625	count ≥ 5	0.9482758620689656	5580	2197	0.9584816856069844	B	N	BN
CirComPara2	NCLscan	SW480	6153	840	0.9625	count ≥ 5	0.9482758620689656	5201	1792	0.9588549756653205	B	N	BN
CirComPara2	NCLcomparator	NCI-H23	5851	753	0.9625	count ≥ 5	0.9276515151515152	4912	1692	0.9535715268982986	B	L	BL
CirComPara2	NCLcomparator	HLF	6772	954	0.9625	count ≥ 5	0.9276515151515152	5580	2146	0.9528203664917358	B	L	BL
CirComPara2	NCLcomparator	SW480	6135	824	0.9625	count ≥ 5	0.9276515151515152	5201	1758	0.9536964885236908	B	L	BL
CirComPara2	PFv2	NCI-H23	5690	180	0.9625	count ≥ 5	0.2439538043478261	4912	958	0.84523130231094	B	M	BM
CirComPara2	PFv2	HLF	6365	243	0.9625	count ≥ 5	0.2439538043478261	5580	1028	0.8507164816691232	B	M	BM
CirComPara2	PFv2	SW480	5816	237	0.9625	count ≥ 5	0.2439538043478261	5201	852	0.8613598449205928	B	M	BM
CirComPara2	segemehl	NCI-H23	5267	793	0.9625	count ≥ 5	0.8947784810126582	4912	1148	0.9496709069641142	B	O	BO
CirComPara2	segemehl	HLF	5980	972	0.9625	count ≥ 5	0.8947784810126582	5580	1372	0.9491349361262036	B	O	BO
CirComPara2	segemehl	SW480	5266	274	0.9625	count ≥ 5	0.8947784810126582	5201	339	0.958356029794818	B	O	BO
CirComPara2	CircSplice	NCI-H23	5297	2843	0.9625	count ≥ 5	0.8546995936532509	4912	3228	0.9197506496698641	B	E	BE
CirComPara2	CircSplice	HLF	6119	3557	0.9625	count ≥ 5	0.8546995936532509	5580	4096	0.9168664257548281	B	E	BE
CirComPara2	CircSplice	SW480	5494	2915	0.9625	count ≥ 5	0.8546995936532509	5201	3208	0.9213745744368688	B	E	BE
circRNA_finder	circtools	NCI-H23	4521	2838	0.9368589743589744	count ≥ 5	0.9561507936507936	2962	4397	0.9483858298320182	C	F	CF
circRNA_finder	circtools	HLF	5597	3656	0.9368589743589744	count ≥ 5	0.9561507936507936	3784	5469	0.9482614340700908	C	F	CF
circRNA_finder	circtools	SW480	4563	2876	0.9368589743589744	count ≥ 5	0.9561507936507936	3001	4438	0.9483681952242914	C	F	CF
circRNA_finder	CIRCexplorer3	NCI-H23	5370	2339	0.9368589743589744	count ≥ 5	0.947398190045249	2962	4747	0.9433487469446203	C	A	AC
circRNA_finder	CIRCexplorer3	HLF	6343	2971	0.9368589743589744	count ≥ 5	0.947398190045249	3784	5530	0.9431164215079004	C	A	AC
circRNA_finder	CIRCexplorer3	SW480	5488	2437	0.9368589743589744	count ≥ 5	0.947398190045249	3001	4924	0.9434072517140805	C	A	AC
circRNA_finder	CirComPara2	NCI-H23	5274	2600	0.9368589743589744	count ≥ 5	0.9625	2962	4912	0.9528544935294998	C	B	BC
circRNA_finder	CirComPara2	HLF	6086	3278	0.9368589743589744	count ≥ 5	0.9625	3784	5580	0.9521384407277187	C	B	BC
circRNA_finder	CirComPara2	SW480	5501	2701	0.9368589743589744	count ≥ 5	0.9625	3001	5201	0.9531182982261988	C	B	BC
circRNA_finder	circRNA_finder	NCI-H23	2962	2962	0.9368589743589744	count ≥ 5	0.9368589743589744	2962	2962	0.9368589743589744	C	C	C
circRNA_finder	circRNA_finder	HLF	3784	3784	0.9368589743589744	count ≥ 5	0.9368589743589744	3784	3784	0.9368589743589744	C	C	C
circRNA_finder	circRNA_finder	SW480	3001	3001	0.9368589743589744	count ≥ 5	0.9368589743589744	3001	3001	0.9368589743589743	C	C	C
circRNA_finder	circseq_cup	NCI-H23	4915	831	0.9368589743589744	count ≥ 5	0.7788351732013704	2962	2784	0.860294710101618	C	D	CD
circRNA_finder	circseq_cup	HLF	5889	785	0.9368589743589744	count ≥ 5	0.7788351732013704	3784	2890	0.8684309274087982	C	D	CD
circRNA_finder	circseq_cup	SW480	4944	803	0.9368589743589744	count ≥ 5	0.7788351732013704	3001	2746	0.8613529089372272	C	D	CD
circRNA_finder	CIRI2	NCI-H23	6372	2798	0.9368589743589744	count ≥ 5	0.9413793103448276	2962	6208	0.9399191974560492	C	G	CG
circRNA_finder	CIRI2	HLF	7600	3602	0.9368589743589744	count ≥ 5	0.9413793103448276	3784	7418	0.9398523552144519	C	G	CG
circRNA_finder	CIRI2	SW480	6471	2864	0.9368589743589744	count ≥ 5	0.9413793103448276	3001	6334	0.9399261203830123	C	G	CG
circRNA_finder	CIRIquant	NCI-H23	4827	2429	0.9368589743589744	count ≥ 5	0.9623376623376624	2962	4294	0.9519369079560644	C	H	CH
circRNA_finder	CIRIquant	HLF	5810	3074	0.9368589743589744	count ≥ 5	0.9623376623376624	3784	5100	0.9514854161297204	C	H	CH
circRNA_finder	CIRIquant	SW480	4981	2487	0.9368589743589744	count ≥ 5	0.9623376623376624	3001	4467	0.9520991054785243	C	H	CH
circRNA_finder	ecircscreen	NCI-H23	3439	1432	0.9368589743589744	count ≥ 5	0.9459915611814346	2962	1909	0.9404381384411088	C	I	CI
circRNA_finder	ecircscreen	HLF	4268	1826	0.9368589743589744	count ≥ 5	0.9459915611814346	3784	2310	0.9403207852483546	C	I	CI
circRNA_finder	ecircscreen	SW480	3498	1471	0.9368589743589744	count ≥ 5	0.9459915611814346	3001	1968	0.940475986004497	C	I	CI
circRNA_finder	find_circ	NCI-H23	4000	2005	0.9368589743589744	count ≥ 5	0.931033145958519	2962	3043	0.9339067685600425	C	J	CJ
circRNA_finder	find_circ	HLF	4842	2511	0.9368589743589744	count ≥ 5	0.931033145958519	3784	3569	0.9340312330885778	C	J	CJ
circRNA_finder	find_circ	SW480	3979	1994	0.9368589743589744	count ≥ 5	0.931033145958519	3001	2972	0.9339602028863219	C	J	CJ
circRNA_finder	KNIFE	NCI-H23	4200	641	0.9368589743589744	count ≥ 5	0.927353034804754	2962	1879	0.9331693109790157	C	K	CK
circRNA_finder	KNIFE	HLF	5253	814	0.9368589743589744	count ≥ 5	0.927353034804754	3784	2283	0.9332819082633281	C	K	CK
circRNA_finder	KNIFE	SW480	4325	701	0.9368589743589744	count ≥ 5	0.927353034804754	3001	2025	0.9330289847852982	C	K	CK
circRNA_finder	NCLscan	NCI-H23	4060	643	0.9368589743589744	count ≥ 5	0.9482758620689656	2962	1741	0.9410853833538914	C	N	CN
circRNA_finder	NCLscan	HLF	5163	818	0.9368589743589744	count ≥ 5	0.9482758620689656	3784	2197	0.9410527383280181	C	N	CN
circRNA_finder	NCLscan	SW480	4114	679	0.9368589743589744	count ≥ 5	0.9482758620689656	3001	1792	0.9411275040431604	C	N	CN
circRNA_finder	NCLcomparator	NCI-H23	4026	628	0.9368589743589744	count ≥ 5	0.9276515151515152	2962	1692	0.933511526791501	C	L	CL
circRNA_finder	NCLcomparator	HLF	5131	799	0.9368589743589744	count ≥ 5	0.9276515151515152	3784	2146	0.9335268989021096	C	L	CL
circRNA_finder	NCLcomparator	SW480	4094	665	0.9368589743589744	count ≥ 5	0.9276515151515152	3001	1758	0.9334576897851746	C	L	CL
circRNA_finder	PFv2	NCI-H23	3755	165	0.9368589743589744	count ≥ 5	0.2439538043478261	2962	958	0.7675214353613519	C	M	CM
circRNA_finder	PFv2	HLF	4581	231	0.9368589743589744	count ≥ 5	0.2439538043478261	3784	1028	0.7888318515885129	C	M	CM
circRNA_finder	PFv2	SW480	3644	209	0.9368589743589744	count ≥ 5	0.2439538043478261	3001	852	0.7836393520258577	C	M	CM
circRNA_finder	segemehl	NCI-H23	3387	723	0.9368589743589744	count ≥ 5	0.8947784810126582	2962	1148	0.9251051041980082	C	O	CO
circRNA_finder	segemehl	HLF	4281	875	0.9368589743589744	count ≥ 5	0.8947784810126582	3784	1372	0.9256614497524682	C	O	CO
circRNA_finder	segemehl	SW480	3083	257	0.9368589743589744	count ≥ 5	0.8947784810126582	3001	339	0.9325879302738244	C	O	CO
circRNA_finder	CircSplice	NCI-H23	3427	2763	0.9368589743589744	count ≥ 5	0.8546995936532509	2962	3228	0.8940139855192207	C	E	CE
circRNA_finder	CircSplice	HLF	4364	3516	0.9368589743589744	count ≥ 5	0.8546995936532509	3784	4096	0.8941527784997556	C	E	CE
circRNA_finder	CircSplice	SW480	3433	2776	0.9368589743589744	count ≥ 5	0.8546995936532509	3001	3208	0.8944097404559367	C	E	CE
circseq_cup	circtools	NCI-H23	6063	1118	0.7788351732013704	count ≥ 5	0.9561507936507936	2784	4397	0.8874073474272601	D	F	DF
circseq_cup	circtools	HLF	7295	1064	0.7788351732013704	count ≥ 5	0.9561507936507936	2890	5469	0.8948465535384795	D	F	DF
circseq_cup	circtools	SW480	6089	1095	0.7788351732013704	count ≥ 5	0.9561507936507936	2746	4438	0.8883739710235502	D	F	DF
circseq_cup	CIRCexplorer3	NCI-H23	6516	1015	0.7788351732013704	count ≥ 5	0.947398190045249	2784	4747	0.8850851587222694	D	A	AD
circseq_cup	CIRCexplorer3	HLF	7471	949	0.7788351732013704	count ≥ 5	0.947398190045249	2890	5530	0.8895422377080981	D	A	AD
circseq_cup	CIRCexplorer3	SW480	6639	1031	0.7788351732013704	count ≥ 5	0.947398190045249	2746	4924	0.8870495532456022	D	A	AD
circseq_cup	CirComPara2	NCI-H23	6625	1071	0.7788351732013704	count ≥ 5	0.9625	2784	4912	0.89605991712482	D	B	BD
circseq_cup	CirComPara2	HLF	7487	983	0.7788351732013704	count ≥ 5	0.9625	2890	5580	0.8998327804665832	D	B	BD
circseq_cup	CirComPara2	SW480	6861	1086	0.7788351732013704	count ≥ 5	0.9625	2746	5201	0.8990366031975542	D	B	BD
circseq_cup	circRNA_finder	NCI-H23	4915	831	0.7788351732013704	count ≥ 5	0.9368589743589744	2784	2962	0.860294710101618	D	C	CD
circseq_cup	circRNA_finder	HLF	5889	785	0.7788351732013704	count ≥ 5	0.9368589743589744	2890	3784	0.8684309274087982	D	C	CD
circseq_cup	circRNA_finder	SW480	4944	803	0.7788351732013704	count ≥ 5	0.9368589743589744	2746	3001	0.8613529089372272	D	C	CD
circseq_cup	circseq_cup	NCI-H23	2784	2784	0.7788351732013704	count ≥ 5	0.7788351732013704	2784	2784	0.7788351732013703	D	D	D
circseq_cup	circseq_cup	HLF	2890	2890	0.7788351732013704	count ≥ 5	0.7788351732013704	2890	2890	0.7788351732013704	D	D	D
circseq_cup	circseq_cup	SW480	2746	2746	0.7788351732013704	count ≥ 5	0.7788351732013704	2746	2746	0.7788351732013703	D	D	D
