tool_1	tool_2	tool_3	nr_union	cell_line	perc_compound_val_1	count_group	perc_compound_val_2	perc_compound_val_3	total_n_1	total_n_2	total_n_3	w_val_rate	tool_lt_1	tool_lt_2	tool_lt_3	tool_combo
circtools	circRNA_finder	KNIFE	5588	NCI-H23	0.9561507936507936	count ≥ 5	0.9368589743589744	0.927353034804754	4397	2962	1879	0.9441077802697505	F	C	K	CFK
circtools	circRNA_finder	NCLscan	5501	NCI-H23	0.9561507936507936	count ≥ 5	0.9368589743589744	0.9482758620689656	4397	2962	1741	0.9483647909446034	F	C	N	CFN
circtools	circRNA_finder	NCLcomparator	5476	NCI-H23	0.9561507936507936	count ≥ 5	0.9368589743589744	0.9276515151515152	4397	2962	1692	0.944509743163207	F	C	L	CFL
circtools	circRNA_finder	PFv2	5274	NCI-H23	0.9561507936507936	count ≥ 5	0.9368589743589744	0.2439538043478261	4397	2962	958	0.8672452887217794	F	C	M	CFM
circtools	circRNA_finder	Sailfish-cir	4521	NCI-H23	0.9561507936507936	count ≥ 5	0.9368589743589744	NA	4397	2962	NA	NA	F	C	N	CFN
circtools	circRNA_finder	segemehl	4860	NCI-H23	0.9561507936507936	count ≥ 5	0.9368589743589744	0.8947784810126582	4397	2962	1148	0.9411516419344486	F	C	O	CFO
circtools	circRNA_finder	CircSplice	4599	NCI-H23	0.9561507936507936	count ≥ 5	0.9368589743589744	0.8546995936532509	4397	2962	3228	0.9198206866956188	F	C	E	CEF
circtools	circseq_cup	CIRCexplorer3	7318	NCI-H23	0.9561507936507936	count ≥ 5	0.7788351732013704	0.947398190045249	4397	2784	4747	0.9112819726710221	F	D	A	ADF
circtools	circseq_cup	CirComPara2	7285	NCI-H23	0.9561507936507936	count ≥ 5	0.7788351732013704	0.9625	4397	2784	4912	0.9179088862875345	F	D	B	BDF
circtools	circseq_cup	circRNA_finder	6175	NCI-H23	0.9561507936507936	count ≥ 5	0.7788351732013704	0.9368589743589744	4397	2784	2962	0.9018484120996191	F	D	C	CDF
circtools	circseq_cup	CIRI2	8057	NCI-H23	0.9561507936507936	count ≥ 5	0.7788351732013704	0.9413793103448276	4397	2784	6208	0.9124322145414776	F	D	G	DFG
circtools	circseq_cup	CIRIquant	6924	NCI-H23	0.9561507936507936	count ≥ 5	0.7788351732013704	0.9623376623376624	4397	2784	4294	0.9154466304098542	F	D	H	DFH
circtools	circseq_cup	ecircscreen	6210	NCI-H23	0.9561507936507936	count ≥ 5	0.7788351732013704	0.9459915611814346	4397	2784	1909	0.8997106768064371	F	D	I	DFI
circtools	circseq_cup	find_circ	6489	NCI-H23	0.9561507936507936	count ≥ 5	0.7788351732013704	0.931033145958519	4397	2784	3043	0.9003918256090501	F	D	J	DFJ
circtools	circseq_cup	KNIFE	7123	NCI-H23	0.9561507936507936	count ≥ 5	0.7788351732013704	0.927353034804754	4397	2784	1879	0.8956918889926365	F	D	K	DFK
circtools	circseq_cup	NCLscan	7045	NCI-H23	0.9561507936507936	count ≥ 5	0.7788351732013704	0.9482758620689656	4397	2784	1741	0.8992849627591598	F	D	N	DFN
circtools	circseq_cup	NCLcomparator	7020	NCI-H23	0.9561507936507936	count ≥ 5	0.7788351732013704	0.9276515151515152	4397	2784	1692	0.8950815423770447	F	D	L	DFL
circtools	circseq_cup	PFv2	6814	NCI-H23	0.9561507936507936	count ≥ 5	0.7788351732013704	0.2439538043478261	4397	2784	958	0.8116697268018641	F	D	M	DFM
circtools	circseq_cup	Sailfish-cir	6063	NCI-H23	0.9561507936507936	count ≥ 5	0.7788351732013704	NA	4397	2784	NA	NA	F	D	N	DFN
circtools	circseq_cup	segemehl	6370	NCI-H23	0.9561507936507936	count ≥ 5	0.7788351732013704	0.8947784810126582	4397	2784	1148	0.888423323097333	F	D	O	DFO
circtools	circseq_cup	CircSplice	6202	NCI-H23	0.9561507936507936	count ≥ 5	0.7788351732013704	0.8546995936532509	4397	2784	3228	0.8772641416262704	F	D	E	DEF
circtools	CIRI2	CIRCexplorer3	6803	NCI-H23	0.9561507936507936	count ≥ 5	0.9413793103448276	0.947398190045249	4397	6208	4747	0.9474711442449207	F	G	A	AFG
circtools	CIRI2	CirComPara2	6971	NCI-H23	0.9561507936507936	count ≥ 5	0.9413793103448276	0.9625	4397	6208	4912	0.9522509375719036	F	G	B	BFG
circtools	CIRI2	circRNA_finder	6595	NCI-H23	0.9561507936507936	count ≥ 5	0.9413793103448276	0.9368589743589744	4397	6208	2962	0.9451797803755075	F	G	C	CFG
circtools	CIRI2	circseq_cup	8057	NCI-H23	0.9561507936507936	count ≥ 5	0.9413793103448276	0.7788351732013704	4397	6208	2784	0.9124322145414776	F	G	D	DFG
circtools	CIRI2	CIRIquant	6678	NCI-H23	0.9561507936507936	count ≥ 5	0.9413793103448276	0.9623376623376624	4397	6208	4294	0.9517790268059032	F	G	H	FGH
circtools	CIRI2	ecircscreen	6620	NCI-H23	0.9561507936507936	count ≥ 5	0.9413793103448276	0.9459915611814346	4397	6208	1909	0.9472731092055767	F	G	I	FGI
circtools	CIRI2	find_circ	6741	NCI-H23	0.9561507936507936	count ≥ 5	0.9413793103448276	0.931033145958519	4397	6208	3043	0.9438314523340418	F	G	J	FGJ
circtools	CIRI2	KNIFE	7582	NCI-H23	0.9561507936507936	count ≥ 5	0.9413793103448276	0.927353034804754	4397	6208	1879	0.9444708547501892	F	G	K	FGK
circtools	CIRI2	NCLscan	7515	NCI-H23	0.9561507936507936	count ≥ 5	0.9413793103448276	0.9482758620689656	4397	6208	1741	0.9476126740778631	F	G	N	FGN
circtools	CIRI2	NCLcomparator	7491	NCI-H23	0.9561507936507936	count ≥ 5	0.9413793103448276	0.9276515151515152	4397	6208	1692	0.9447722340359106	F	G	L	FGL
circtools	CIRI2	PFv2	7311	NCI-H23	0.9561507936507936	count ≥ 5	0.9413793103448276	0.2439538043478261	4397	6208	958	0.8892143511950572	F	G	M	FGM
circtools	CIRI2	Sailfish-cir	6563	NCI-H23	0.9561507936507936	count ≥ 5	0.9413793103448276	NA	4397	6208	NA	NA	F	G	N	FGN
circtools	CIRI2	segemehl	6887	NCI-H23	0.9561507936507936	count ≥ 5	0.9413793103448276	0.8947784810126582	4397	6208	1148	0.9423537390032978	F	G	O	FGO
circtools	CIRI2	CircSplice	6590	NCI-H23	0.9561507936507936	count ≥ 5	0.9413793103448276	0.8546995936532509	4397	6208	3228	0.9258474724655478	F	G	E	EFG
circtools	CIRIquant	CIRCexplorer3	6209	NCI-H23	0.9561507936507936	count ≥ 5	0.9623376623376624	0.947398190045249	4397	4294	4747	0.9550358810764441	F	H	A	AFH
circtools	CIRIquant	CirComPara2	6253	NCI-H23	0.9561507936507936	count ≥ 5	0.9623376623376624	0.9625	4397	4294	4912	0.9603964538528604	F	H	B	BFH
circtools	CIRIquant	circRNA_finder	5451	NCI-H23	0.9561507936507936	count ≥ 5	0.9623376623376624	0.9368589743589744	4397	4294	2962	0.9535269238661068	F	H	C	CFH
circtools	CIRIquant	circseq_cup	6924	NCI-H23	0.9561507936507936	count ≥ 5	0.9623376623376624	0.7788351732013704	4397	4294	2784	0.9154466304098542	F	H	D	DFH
circtools	CIRIquant	CIRI2	6678	NCI-H23	0.9561507936507936	count ≥ 5	0.9623376623376624	0.9413793103448276	4397	4294	6208	0.9517790268059032	F	H	G	FGH
circtools	CIRIquant	ecircscreen	5476	NCI-H23	0.9561507936507936	count ≥ 5	0.9623376623376624	0.9459915611814346	4397	4294	1909	0.95682743887319055	F	H	I	FHI
circtools	CIRIquant	find_circ	5682	NCI-H23	0.9561507936507936	count ≥ 5	0.9623376623376624	0.931033145958519	4397	4294	3043	0.9519010418367339	F	H	J	FHJ
circtools	CIRIquant	KNIFE	6425	NCI-H23	0.9561507936507936	count ≥ 5	0.9623376623376624	0.927353034804754	4397	4294	1879	0.9535448736195453	F	H	K	FHK
circtools	CIRIquant	NCLscan	6359	NCI-H23	0.9561507936507936	count ≥ 5	0.9623376623376624	0.9482758620689656	4397	4294	1741	0.9573831707843683	F	H	N	FHN
circtools	CIRIquant	NCLcomparator	6335	NCI-H23	0.9561507936507936	count ≥ 5	0.9623376623376624	0.9276515151515152	4397	4294	1692	0.9540652340746244	F	H	L	FHL
circtools	CIRIquant	PFv2	6142	NCI-H23	0.9561507936507936	count ≥ 5	0.9623376623376624	0.2439538043478261	4397	4294	958	0.888193668393168	F	H	M	FHM
circtools	CIRIquant	Sailfish-cir	5393	NCI-H23	0.9561507936507936	count ≥ 5	0.9623376623376624	NA	4397	4294	NA	NA	F	H	N	FHN
circtools	CIRIquant	segemehl	5721	NCI-H23	0.9561507936507936	count ≥ 5	0.9623376623376624	0.8947784810126582	4397	4294	1148	0.9516900760202248	F	H	O	FHO
circtools	CIRIquant	CircSplice	5470	NCI-H23	0.9561507936507936	count ≥ 5	0.9623376623376624	0.8546995936532509	4397	4294	3228	0.9309038719752626	F	H	E	EFH
circtools	ecircscreen	CIRCexplorer3	5842	NCI-H23	0.9561507936507936	count ≥ 5	0.9459915611814346	0.947398190045249	4397	1909	4747	0.950637124592662	F	I	A	AFI
circtools	ecircscreen	CirComPara2	5788	NCI-H23	0.9561507936507936	count ≥ 5	0.9459915611814346	0.9625	4397	1909	4912	0.9572020796913797	F	I	B	BFI
circtools	ecircscreen	circRNA_finder	4660	NCI-H23	0.9561507936507936	count ≥ 5	0.9459915611814346	0.9368589743589744	4397	1909	2962	0.9478926642241239	F	I	C	CFI
circtools	ecircscreen	circseq_cup	6210	NCI-H23	0.9561507936507936	count ≥ 5	0.9459915611814346	0.7788351732013704	4397	1909	2784	0.8997106768064371	F	I	D	DFI
circtools	ecircscreen	CIRI2	6620	NCI-H23	0.9561507936507936	count ≥ 5	0.9459915611814346	0.9413793103448276	4397	1909	6208	0.9472731092055768	F	I	G	FGI
circtools	ecircscreen	CIRIquant	5476	NCI-H23	0.9561507936507936	count ≥ 5	0.9459915611814346	0.9623376623376624	4397	1909	4294	0.9568274388731907	F	I	H	FHI
circtools	ecircscreen	find_circ	4988	NCI-H23	0.9561507936507936	count ≥ 5	0.9459915611814346	0.931033145958519	4397	1909	3043	0.9459008228826261	F	I	J	FIJ
circtools	ecircscreen	KNIFE	5634	NCI-H23	0.9561507936507936	count ≥ 5	0.9459915611814346	0.927353034804754	4397	1909	1879	0.9471703460447198	F	I	K	FIK
circtools	ecircscreen	NCLscan	5550	NCI-H23	0.9561507936507936	count ≥ 5	0.9459915611814346	0.9482758620689656	4397	1909	1741	0.9520369337442485	F	I	N	FIN
circtools	ecircscreen	NCLcomparator	5526	NCI-H23	0.9561507936507936	count ≥ 5	0.9459915611814346	0.9276515151515152	4397	1909	1692	0.9476968359107605	F	I	L	FIL
circtools	ecircscreen	PFv2	5314	NCI-H23	0.9561507936507936	count ≥ 5	0.9459915611814346	0.2439538043478261	4397	1909	958	0.859554057618821	F	I	M	FIM
circtools	ecircscreen	Sailfish-cir	4569	NCI-H23	0.9561507936507936	count ≥ 5	0.9459915611814346	NA	4397	1909	NA	NA	F	I	N	FIN
circtools	ecircscreen	segemehl	4909	NCI-H23	0.9561507936507936	count ≥ 5	0.9459915611814346	0.8947784810126582	4397	1909	1148	0.9440969447518688	F	I	O	FIO
circtools	ecircscreen	CircSplice	4683	NCI-H23	0.9561507936507936	count ≥ 5	0.9459915611814346	0.8546995936532509	4397	1909	3228	0.9197674867097327	F	I	E	EFI
circtools	find_circ	CIRCexplorer3	5993	NCI-H23	0.9561507936507936	count ≥ 5	0.931033145958519	0.947398190045249	4397	3043	4747	0.9464698540230663	F	J	A	AFJ
circtools	find_circ	CirComPara2	5984	NCI-H23	0.9561507936507936	count ≥ 5	0.931033145958519	0.9625	4397	3043	4912	0.9524877673926743	F	J	B	BFJ
circtools	find_circ	circRNA_finder	4967	NCI-H23	0.9561507936507936	count ≥ 5	0.931033145958519	0.9368589743589744	4397	3043	2962	0.9433094774933278	F	J	C	CFJ
circtools	find_circ	circseq_cup	6489	NCI-H23	0.9561507936507936	count ≥ 5	0.931033145958519	0.7788351732013704	4397	3043	2784	0.9003918256090502	F	J	D	DFJ
circtools	find_circ	CIRI2	6741	NCI-H23	0.9561507936507936	count ≥ 5	0.931033145958519	0.9413793103448276	4397	3043	6208	0.9438314523340419	F	J	G	FGJ
circtools	find_circ	CIRIquant	5682	NCI-H23	0.9561507936507936	count ≥ 5	0.931033145958519	0.9623376623376624	4397	3043	4294	0.951901041836734	F	J	H	FHJ
circtools	find_circ	ecircscreen	4988	NCI-H23	0.9561507936507936	count ≥ 5	0.931033145958519	0.9459915611814346	4397	3043	1909	0.9459008228826261	F	J	I	FIJ
circtools	find_circ	KNIFE	5934	NCI-H23	0.9561507936507936	count ≥ 5	0.931033145958519	0.927353034804754	4397	3043	1879	0.9421424246413185	F	J	K	FJK
circtools	find_circ	NCLscan	5863	NCI-H23	0.9561507936507936	count ≥ 5	0.931033145958519	0.9482758620689656	4397	3043	1741	0.9463323362048124	F	J	N	FJN
circtools	find_circ	NCLcomparator	5838	NCI-H23	0.9561507936507936	count ≥ 5	0.931033145958519	0.9276515151515152	4397	3043	1692	0.9425005767050677	F	J	L	FJL
circtools	find_circ	PFv2	5636	NCI-H23	0.9561507936507936	count ≥ 5	0.931033145958519	0.2439538043478261	4397	3043	958	0.8658057451059218	F	J	M	FJM
circtools	find_circ	Sailfish-cir	4885	NCI-H23	0.9561507936507936	count ≥ 5	0.931033145958519	NA	4397	3043	NA	NA	F	J	N	FJN
circtools	find_circ	segemehl	5214	NCI-H23	0.9561507936507936	count ≥ 5	0.931033145958519	0.8947784810126582	4397	3043	1148	0.9390468792544068	F	J	O	FJO
circtools	find_circ	CircSplice	4997	NCI-H23	0.9561507936507936	count ≥ 5	0.931033145958519	0.8546995936532509	4397	3043	3228	0.9182882631371397	F	J	E	EFJ
circtools	KNIFE	CIRCexplorer3	6795	NCI-H23	0.9561507936507936	count ≥ 5	0.927353034804754	0.947398190045249	4397	1879	4747	0.9474726118321208	F	K	A	AFK
circtools	KNIFE	CirComPara2	6757	NCI-H23	0.9561507936507936	count ≥ 5	0.927353034804754	0.9625	4397	1879	4912	0.95410184055065	F	K	B	BFK
circtools	KNIFE	circRNA_finder	5588	NCI-H23	0.9561507936507936	count ≥ 5	0.927353034804754	0.9368589743589744	4397	1879	2962	0.9441077802697505	F	K	C	CFK
circtools	KNIFE	circseq_cup	7123	NCI-H23	0.9561507936507936	count ≥ 5	0.927353034804754	0.7788351732013704	4397	1879	2784	0.8956918889926366	F	K	D	DFK
circtools	KNIFE	CIRI2	7582	NCI-H23	0.9561507936507936	count ≥ 5	0.927353034804754	0.9413793103448276	4397	1879	6208	0.9444708547501893	F	K	G	FGK
circtools	KNIFE	CIRIquant	6425	NCI-H23	0.9561507936507936	count ≥ 5	0.927353034804754	0.9623376623376624	4397	1879	4294	0.9535448736195455	F	K	H	FHK
circtools	KNIFE	ecircscreen	5634	NCI-H23	0.9561507936507936	count ≥ 5	0.927353034804754	0.9459915611814346	4397	1879	1909	0.9471703460447198	F	K	I	FIK
circtools	KNIFE	find_circ	5934	NCI-H23	0.9561507936507936	count ≥ 5	0.927353034804754	0.931033145958519	4397	1879	3043	0.9421424246413185	F	K	J	FJK
circtools	KNIFE	NCLscan	5817	NCI-H23	0.9561507936507936	count ≥ 5	0.927353034804754	0.9482758620689656	4397	1879	1741	0.947691114873736	F	K	N	FKN
circtools	KNIFE	NCLcomparator	5808	NCI-H23	0.9561507936507936	count ≥ 5	0.927353034804754	0.9276515151515152	4397	1879	1692	0.9433079512697085	F	K	L	FKL
circtools	KNIFE	PFv2	6229	NCI-H23	0.9561507936507936	count ≥ 5	0.927353034804754	0.2439538043478261	4397	1879	958	0.8543543180323321	F	K	M	FKM
circtools	KNIFE	Sailfish-cir	5476	NCI-H23	0.9561507936507936	count ≥ 5	0.927353034804754	NA	4397	1879	NA	NA	F	K	N	FKN
circtools	KNIFE	segemehl	5820	NCI-H23	0.9561507936507936	count ≥ 5	0.927353034804754	0.8947784810126582	4397	1879	1148	0.9393719138312506	F	K	O	FKO
circtools	KNIFE	CircSplice	5618	NCI-H23	0.9561507936507936	count ≥ 5	0.927353034804754	0.8546995936532509	4397	1879	3228	0.9159997559336455	F	K	E	EFK
circtools	NCLscan	CIRCexplorer3	6728	NCI-H23	0.9561507936507936	count ≥ 5	0.9482758620689656	0.947398190045249	4397	1741	4747	0.9510741868341209	F	N	A	AFN
circtools	NCLscan	CirComPara2	6673	NCI-H23	0.9561507936507936	count ≥ 5	0.9482758620689656	0.9625	4397	1741	4912	0.9577324267461185	F	N	B	BFN
circtools	NCLscan	circRNA_finder	5501	NCI-H23	0.9561507936507936	count ≥ 5	0.9482758620689656	0.9368589743589744	4397	1741	2962	0.9483647909446034	F	N	C	CFN
circtools	NCLscan	circseq_cup	7045	NCI-H23	0.9561507936507936	count ≥ 5	0.9482758620689656	0.7788351732013704	4397	1741	2784	0.8992849627591598	F	N	D	DFN
circtools	NCLscan	CIRI2	7515	NCI-H23	0.9561507936507936	count ≥ 5	0.9482758620689656	0.9413793103448276	4397	1741	6208	0.9476126740778631	F	N	G	FGN
circtools	NCLscan	CIRIquant	6359	NCI-H23	0.9561507936507936	count ≥ 5	0.9482758620689656	0.9623376623376624	4397	1741	4294	0.9573831707843683	F	N	H	FHN
circtools	NCLscan	ecircscreen	5550	NCI-H23	0.9561507936507936	count ≥ 5	0.9482758620689656	0.9459915611814346	4397	1741	1909	0.9520369337442485	F	N	I	FIN
circtools	NCLscan	find_circ	5863	NCI-H23	0.9561507936507936	count ≥ 5	0.9482758620689656	0.931033145958519	4397	1741	3043	0.9463323362048124	F	N	J	FJN
circtools	NCLscan	KNIFE	5817	NCI-H23	0.9561507936507936	count ≥ 5	0.9482758620689656	0.927353034804754	4397	1741	1879	0.947691114873736	F	N	K	FKN
circtools	NCLscan	NCLcomparator	5386	NCI-H23	0.9561507936507936	count ≥ 5	0.9482758620689656	0.9276515151515152	4397	1741	1692	0.948241338337289	F	N	L	FLN
circtools	NCLscan	PFv2	6142	NCI-H23	0.9561507936507936	count ≥ 5	0.9482758620689656	0.2439538043478261	4397	1741	958	0.8580680749872923	F	N	M	FMN
circtools	NCLscan	segemehl	5732	NCI-H23	0.9561507936507936	count ≥ 5	0.9482758620689656	0.8947784810126582	4397	1741	1148	0.9445990957654598	F	N	O	FNO
circtools	NCLscan	CircSplice	5531	NCI-H23	0.9561507936507936	count ≥ 5	0.9482758620689656	0.8546995936532509	4397	1741	3228	0.9197217172600152	F	N	E	EFN
circtools	NCLcomparator	CIRCexplorer3	6704	NCI-H23	0.9561507936507936	count ≥ 5	0.9276515151515152	0.947398190045249	4397	1692	4747	0.9478664277836563	F	L	A	AFL
circtools	NCLcomparator	CirComPara2	6649	NCI-H23	0.9561507936507936	count ≥ 5	0.9276515151515152	0.9625	4397	1692	4912	0.95460243644386	F	L	B	BFL
circtools	NCLcomparator	circRNA_finder	5476	NCI-H23	0.9561507936507936	count ≥ 5	0.9276515151515152	0.9368589743589744	4397	1692	2962	0.9445097431632068	F	L	C	CFL
circtools	NCLcomparator	circseq_cup	7020	NCI-H23	0.9561507936507936	count ≥ 5	0.9276515151515152	0.7788351732013704	4397	1692	2784	0.8950815423770447	F	L	D	DFL
circtools	NCLcomparator	CIRI2	7491	NCI-H23	0.9561507936507936	count ≥ 5	0.9276515151515152	0.9413793103448276	4397	1692	6208	0.9447722340359106	F	L	G	FGL
circtools	NCLcomparator	CIRIquant	6335	NCI-H23	0.9561507936507936	count ≥ 5	0.9276515151515152	0.9623376623376624	4397	1692	4294	0.9540652340746244	F	L	H	FHL
circtools	NCLcomparator	ecircscreen	5526	NCI-H23	0.9561507936507936	count ≥ 5	0.9276515151515152	0.9459915611814346	4397	1692	1909	0.9476968359107605	F	L	I	FIL
circtools	NCLcomparator	find_circ	5838	NCI-H23	0.9561507936507936	count ≥ 5	0.9276515151515152	0.931033145958519	4397	1692	3043	0.9425005767050675	F	L	J	FJL
circtools	NCLcomparator	KNIFE	5808	NCI-H23	0.9561507936507936	count ≥ 5	0.9276515151515152	0.927353034804754	4397	1692	1879	0.9433079512697083	F	L	K	FKL
circtools	NCLcomparator	NCLscan	5386	NCI-H23	0.9561507936507936	count ≥ 5	0.9276515151515152	0.9482758620689656	4397	1692	1741	0.948241338337289	F	L	N	FLN
circtools	NCLcomparator	PFv2	6117	NCI-H23	0.9561507936507936	count ≥ 5	0.9276515151515152	0.2439538043478261	4397	1692	958	0.8524888814934186	F	L	M	FLM
circtools	NCLcomparator	Sailfish-cir	5361	NCI-H23	0.9561507936507936	count ≥ 5	0.9276515151515152	NA	4397	1692	NA	NA	F	L	N	FLN
circtools	NCLcomparator	segemehl	5707	NCI-H23	0.9561507936507936	count ≥ 5	0.9276515151515152	0.8947784810126582	4397	1692	1148	0.9397522591573076	F	L	O	FLO
circtools	NCLcomparator	CircSplice	5506	NCI-H23	0.9561507936507936	count ≥ 5	0.9276515151515152	0.8546995936532509	4397	1692	3228	0.9158260911915421	F	L	E	EFL
circtools	PFv2	CIRCexplorer3	6520	NCI-H23	0.9561507936507936	count ≥ 5	0.2439538043478261	0.947398190045249	4397	958	4747	0.8844983164118545	F	M	A	AFM
