circ_id	cell_line	perc_on_target	amp_seq_val	amp_seq_val_detail
chr9:33944364-33948587	HLF	0.9927197886588438	pass	pass
chr2:20307977-20327378	HLF	0.9640961104119612	pass	pass
chr9:137754170-137762820	HLF	0.8690980961873068	pass	pass
chr5:6616726-6631977	HLF	0.6721389257923704	pass	pass
chr16:53254437-53274302	HLF	1	pass	pass
chr10:5903019-5914269	HLF	NA	fail	primer_not_found
chr17:42573106-42573623	HLF	0.999828385103827	pass	pass
chr8:134600435-134610655	HLF	0.9995518508559648	pass	pass
chr2:147972738-147982081	HLF	0.9996659264645196	pass	pass
chr2:61873001-61883548	HLF	0.938960891957666	pass	pass
chr2:24554388-24564430	HLF	0.9620655080213903	pass	pass
chr4:41013582-41014398	HLF	0.9987719665670278	pass	pass
chr9:128169051-128180799	HLF	0.973918733233004	pass	pass
chr10:96155325-96160402	HLF	0.9974208484137076	pass	pass
chr6:30705627-30705750	HLF	0.5027558765013632	pass	pass
chr19:6230569-6270759	HLF	0.9371521130908556	pass	pass
chr7:105459167-105495253	HLF	0.9869017829214888	pass	pass
chr11:32927156-32935435	HLF	0.9568411248648	pass	pass
chr12:14423908-14425473	HLF	0.9995608076454604	pass	pass
chr3:171687370-171738082	HLF	0.9994981781685685	pass	pass
chr1:16305802-16315435	HLF	0.952269612190599	pass	pass
chr15:63674341-63689699	HLF	0.8051471416026839	pass	pass
chr2:36378356-36396787	HLF	0.9921739792975084	pass	pass
chr2:207976650-207977586	HLF	0.9996250468691412	pass	pass
chr4:173292107-173304118	HLF	0.999086516990784	pass	pass
chr2:75518055-75522487	HLF	0.8315993701495895	pass	pass
chr3:40461406-40462248	HLF	0.9607553311632232	pass	pass
chr9:120437294-120491477	HLF	0.9998532074179184	pass	pass
chr14:60115718-60125823	HLF	0.9993862018168426	pass	pass
chr1:8495062-8614686	HLF	0.9911117255287832	pass	pass
chr9:137811460-137818138	HLF	0.9971223119007636	pass	pass
chr11:93696319-93700186	HLF	0.9633620689655172	pass	pass
chr4:56371450-56384341	HLF	0.999626071449117	pass	pass
chr9:133019962-133020131	HLF	0.21079737413134836	fail	fail
chr13:46003138-46045513	HLF	0.9750665262224192	pass	pass
chr10:29512734-29531288	HLF	0.9721912794398472	pass	pass
chr22:49804203-49824331	HLF	0.997840057598464	pass	pass
chr16:69695135-69695379	HLF	0.9979369016435244	pass	pass
chr3:126607650-126647296	HLF	0.9998949788207288	pass	pass
chr9:93471140-93476338	HLF	0.9985882352941176	pass	pass
chr8:94491577-94506717	HLF	NA	fail	primer_not_found
chr3:197090911-197119530	HLF	0.9823442494421326	pass	pass
chr1:62577261-62625401	HLF	0.9996077425584238	pass	pass
chr2:233449981-233452060	HLF	0.9008123987847478	pass	pass
chr2:210129030-210155404	HLF	0.9821810160612118	pass	pass
chr4:65601640-65602304	HLF	0.999561609519336	pass	pass
chr16:28731828-28732192	HLF	0.7735558207598102	pass	pass
chr9:33948373-33956146	HLF	0.943608573646188	pass	pass
chr11:74078114-74078717	HLF	0.9992253032002992	pass	pass
chr1:90916639-90941309	HLF	0.4298755186721992	fail	fail
chr2:28752037-28799433	HLF	0.999805090575556	pass	pass
chr12:132734384-132755133	HLF	0.9994269340974212	pass	pass
chr14:34800223-34802988	HLF	0.997935712179298	pass	pass
chr1:8863888-8865480	HLF	0.5780735274739754	pass	pass
chr3:196391812-196403019	HLF	0.9987265429205974	pass	pass
chr11:45965314-45979966	HLF	0.9851337458928824	pass	pass
chr10:829384-885760	HLF	0.9994986658041564	pass	pass
chr2:210104103-210155404	HLF	0.9930141421025728	pass	pass
chr5:145817893-145826200	HLF	0.999190885433751	pass	pass
chr12:99772921-99782097	HLF	0.993214494725021	pass	pass
chr3:58077045-58081776	HLF	0.9983747851918952	pass	pass
chr15:75411491-75413045	HLF	1	pass	pass
chr11:12764178-12764434	HLF	0.9797192281296676	pass	pass
chr19:54458313-54458521	HLF	1	pass	pass
chr17:75242335-75243570	HLF	0.9550894277671906	pass	pass
chr1:81836884-81862118	HLF	0.9957287082578308	pass	pass
chr2:171046173-171050174	HLF	0.8861318271550779	pass	pass
chr15:25701915-25736141	HLF	0.8447396956364588	pass	pass
chr16:48277337-48303305	HLF	0.9961926675480524	pass	pass
chr1:94220257-94231643	HLF	0.999983025241466	pass	pass
chr5:65170616-65197151	HLF	0.9999386785221523	pass	pass
chr1:100049908-100069685	HLF	0.9933119276622704	pass	pass
chr1:211778917-211793190	HLF	0.9995257166947724	pass	pass
chr8:63186146-63187745	HLF	0.9540410534838312	pass	pass
chr6:26055825-26056071	HLF	0.889340011261595	pass	pass
chr10:17157440-17168917	HLF	0.9410238091766662	pass	pass
chr11:74078114-74078717	HLF	0.9992253032002992	pass	pass
chr13:19824919-19835689	HLF	0.9675469296850144	pass	pass
chr13:95206531-95210781	HLF	0.6346984783017096	pass	pass
chr7:43639448-43640649	HLF	0.9818321226795804	pass	pass
chr1:155477885-155482449	HLF	0.9986353425290252	pass	pass
chr22:45689711-45729590	HLF	0.9619230461563076	pass	pass
chr13:95970111-95996135	HLF	0.9837598843635744	pass	pass
chr4:51874270-51891851	HLF	0.6573834626351037	pass	pass
chr6:84185186-84186623	HLF	0.988991732566499	pass	pass
chr6:130955104-130956499	HLF	0.9991509577959246	pass	pass
chr4:138214584-138242061	HLF	0.9957829718249164	pass	pass
chr4:51860542-51891851	HLF	0.9991781599748966	pass	pass
chr10:99929607-99931445	HLF	0.990448933972329	pass	pass
chr9:5968018-5988545	HLF	0.9986123581748428	pass	pass
chr19:52076043-52089002	HLF	0.9613113832312884	pass	pass
chr18:78851739-78851817	HLF	0.04070796460176991	fail	fail
chr15:50948019-50958794	HLF	0.999827981651376	pass	pass
chr20:62661063-62665088	HLF	0.4719387755102041	fail	fail
chr18:7949180-7955414	HLF	0.9995419427733838	pass	pass
chr2:61257203-61288877	HLF	0.2904761904761905	fail	fail
chr11:65499694-65500115	HLF	0.2238522677844122	fail	fail
chr7:139715931-139717015	HLF	0.8689455180598786	pass	pass
chr1:22781420-22785076	HLF	0.698277045579352	pass	pass
chr1:214451804-214464957	HLF	0.9549750485390156	pass	pass
chr7:6039403-6039716	HLF	0	fail	fail
chr1:41575543-41585318	HLF	0.9989681233789776	pass	pass
chr16:68266592-68266721	HLF	0.9106455480532591	pass	pass
chr3:155893517-155916192	HLF	0.9958916682449264	pass	pass
chr10:5768212-5800705	HLF	0.8836672669968483	pass	pass
chr6:88298860-88324145	HLF	1	pass	pass
chr1:108181940-108185954	HLF	0.9981546466602128	pass	pass
chr13:95177706-95188542	HLF	0.8073022808419061	pass	pass
chr11:33286412-33287511	HLF	0.9991336600157024	pass	pass
chr21:36247516-36248568	HLF	0.8976369007043854	pass	pass
chr1:62441487-62442299	HLF	0.9953938185443668	pass	pass
chr3:47977864-47998879	HLF	0.9997150334399536	pass	pass
chr16:47497398-47610920	HLF	0.9820376818196608	pass	pass
chr9:40827582-40828095	HLF	0.08536882747409064	fail	fail
chr13:95034604-95062859	HLF	0.9471282279608192	pass	pass
chr9:20819795-20823115	HLF	0.9331329702444208	pass	pass
chr4:87195323-87195690	HLF	0.9992694864489736	pass	pass
chr1:35747906-35753936	HLF	0.7446043165467626	pass	pass
chr7:83466481-83490274	HLF	0.9994846643210008	pass	pass
chr11:47502966-47506897	HLF	0.8302091393572153	pass	pass
chr16:30251578-30252714	HLF	0.8423935298935299	pass	pass
chr17:60460662-60466459	HLF	0.9155375156688356	pass	pass
chr20:31782248-31797515	HLF	0.9984449568341466	pass	pass
chr8:98706466-98722969	HLF	0.9998560078602768	pass	pass
chr10:126970701-127012374	HLF	0.9593285614253482	pass	pass
chr6:152329729-152331890	HLF	0.9932799830409668	pass	pass
chr13:48077152-48090418	HLF	0.9995217742176524	pass	pass
chr5:36982164-36986301	HLF	0.967944981932626	pass	pass
chr3:101671129-101672213	HLF	0.9996552516662836	pass	pass
chr2:64551442-64553409	HLF	0.9840724646942296	pass	pass
chr16:18834891-18845651	HLF	0.9846271415369304	pass	pass
chr12:26064497-26067713	HLF	0.8819998508686899	pass	pass
chr1:20744743-20749882	HLF	0.8535520936913048	pass	pass
chr4:2949933-2951245	HLF	0.9868434217108554	pass	pass
chr4:83267585-83279114	HLF	0.9835161566649218	pass	pass
chr12:69589484-69593613	HLF	0.9907265953740184	pass	pass
chr11:93757315-93761725	HLF	0.5015979704128365	pass	pass
chr17:78400676-78404089	HLF	0.9086051920296688	pass	pass
chr8:25192772-25193511	HLF	NA	fail	primer_not_found
chr22:45689711-45702847	HLF	0.99961767854412	pass	pass
chr11:73676706-73679720	HLF	0.23952150074765508	fail	fail
chr2:230357804-230361697	HLF	0.9798543544439802	pass	pass
chr20:38057531-38066256	HLF	0.9995992442892312	pass	pass
chr15:76274411-76295737	HLF	1	pass	pass
chr22:31738386-31738911	HLF	0.979376300971712	pass	pass
chr18:47868322-47896809	HLF	0.9659526723786208	pass	pass
chr2:235930764-235968623	HLF	0.9909367649093676	pass	pass
chr4:186706562-186709845	HLF	0.9994394047497708	pass	pass
chr4:47894179-47910994	HLF	1	pass	pass
chr6:7181123-7189322	HLF	0.7469413715233113	pass	pass
chr4:173247979-173248440	HLF	0.9859767816733316	pass	pass
chr5:13911385-13931244	HLF	0.9561921660228192	pass	pass
chr2:161179613-161224746	HLF	1	pass	pass
chrX:10566887-10567603	HLF	0.5449384876641626	pass	pass
chr5:97013647-97028612	HLF	0.9250368834483034	pass	pass
chr1:21002712-21050994	HLF	0.3550718997489833	fail	fail
chr4:2699679-2700544	HLF	0.9444495744648106	pass	pass
chr5:33576053-33596060	HLF	0.9822652757078988	pass	pass
chr2:214780559-214797117	HLF	0.9989136557495776	pass	pass
chr15:82813102-82819488	HLF	0.9931759976658996	pass	pass
chrX:10523091-10567603	HLF	0.9497312762373326	pass	pass
chr12:124913118-124913346	HLF	0.01322926637704636	fail	fail
chr22:46312140-46323262	HLF	0.18031475913249312	fail	fail
chr12:52171401-52185587	HLF	0.4467240655186897	fail	fail
chr5:177209635-177212195	HLF	0.9997352386735104	pass	pass
chr5:94868332-94912976	HLF	0.925141776937618	pass	pass
chrX:53661332-53663245	HLF	0.9997753818508536	pass	pass
chr1:115659640-115664268	HLF	0.9325640396104428	pass	pass
chr11:33541801-33545378	HLF	0.9808830678601048	pass	pass
chr5:14405847-14420021	HLF	0.9812346329469616	pass	pass
chr7:131375423-131399433	HLF	0.9773263687366996	pass	pass
chr1:147252622-147259918	HLF	0.628722421754746	pass	pass
chr13:20051432-20067390	HLF	0.9975595962576378	pass	pass
chr8:38424508-38457534	HLF	0.9997101712830888	pass	pass
chr6:167864550-167880517	HLF	0.9643508625631938	pass	pass
chr9:6420911-6434173	HLF	0.9998594847775176	pass	pass
chr10:102157018-102158214	HLF	1	pass	pass
chr2:29121373-29135666	HLF	0.999718993485758	pass	pass
chr8:60741258-60743097	HLF	0.9734629294755875	pass	pass
chr4:1236926-1237194	HLF	0.1470390874014427	fail	fail
chr20:63202286-63203807	HLF	0.9995072211060992	pass	pass
chr11:18291441-18292976	HLF	0.9937213435048552	pass	pass
chr6:52264067-52264293	HLF	0.9995028585632612	pass	pass
chr7:72317255-72317310	HLF	0.7230922337389214	pass	pass
chr12:56430880-56434231	HLF	0.8460632029994644	pass	pass
chr15:29766265-29800702	HLF	0.9996891583850652	pass	pass
chr3:170113359-170122744	HLF	0.9967405824205184	pass	pass
chr2:216277671-216283729	HLF	0.9838920263198798	pass	pass
chr20:25632157-25688835	HLF	1	pass	pass
chr17:47664158-47668410	HLF	0.9558138036216786	pass	pass
chr14:45246742-45247377	HLF	0.9934090896529616	pass	pass
chr10:68722454-68773099	HLF	1	pass	pass
chr1:20744743-20749882	HLF	0.8535520936913048	pass	pass
chr16:72957426-72960194	HLF	0.999743277068224	pass	pass
chr10:73571420-73576361	HLF	0.9183065721821784	pass	pass
chr9:106923353-106935621	HLF	0.9993430134890142	pass	pass
chr2:128164729-128171284	HLF	0.9998670212765958	pass	pass
chr6:7602622-7606195	HLF	0.965180133968982	pass	pass
chr9:112250928-112252788	HLF	0.9993195735994556	pass	pass
chr10:91425280-91462184	HLF	0.890181290983334	pass	pass
chr16:48553538-48562444	HLF	0.9628252788104088	pass	pass
chr17:62536169-62565137	HLF	0.9948677457560204	pass	pass
chr1:77631849-77641655	HLF	0.8372731961489632	pass	pass
chr5:65758566-65758826	HLF	0.8706265925093838	pass	pass
chr5:34822955-34824491	HLF	0.9993521218011014	pass	pass
chr13:75560752-75569507	HLF	0.9960620765569526	pass	pass
chr3:138570317-138572932	HLF	0.9501067753834208	pass	pass
chr16:9065395-9065970	HLF	0	fail	fail
chr1:167332469-167338258	HLF	0.999967853239322	pass	pass
chr6:144487547-144511123	HLF	0.8027541175731955	pass	pass
chr3:142736378-142748460	HLF	0.9711503027112398	pass	pass
chr6:151348710-151353752	HLF	0.9920563571249612	pass	pass
chr18:12493071-12546904	HLF	0.95172311348781935	pass	pass
chr22:49797804-49804360	HLF	0.9938222813878026	pass	pass
chrX:123610917-123614189	HLF	0.9647224068523558	pass	pass
chr1:93894613-93901669	HLF	0.9080309515275464	pass	pass
chr5:69174876-69175537	HLF	0.9995467678885048	pass	pass
chr2:135645378-135680324	HLF	0.6753967357542215	pass	pass
chr7:72616671-72713798	HLF	0.9985491881033424	pass	pass
chr17:75242335-75243570	HLF	0.9550894277671906	pass	pass
chr18:9182381-9216900	HLF	0.8365059062523512	pass	pass
chr2:199348700-199381820	HLF	0.9111168696553512	pass	pass
chr9:92256679-92269983	HLF	0.9990377157958232	pass	pass
chr7:148788560-148790441	HLF	0.6666666666666666	pass	pass
chr15:75407054-75413045	HLF	0.6747220466927399	pass	pass
chr13:30227411-30241086	HLF	0.9542577838051648	pass	pass
chr6:16326393-16328470	HLF	0.9282298438317268	pass	pass
chr18:36026899-36033837	HLF	0.9662204554059172	pass	pass
chr19:12043639-12045209	HLF	0.94214259327669	pass	pass
chr20:37184179-37184373	HLF	0.7955704925167436	pass	pass
chr21:45128401-45134832	HLF	0.984957246912277	pass	pass
chr1:28035543-28048426	HLF	0.8106829956114641	pass	pass
chr2:120127687-120175004	HLF	0.9990104933726068	pass	pass
chr2:36378356-36396787	HLF	0.9921739792975084	pass	pass
chr17:50979745-50987237	HLF	0.9370405389433872	pass	pass
chr12:124419956-124430787	HLF	0.9989088820826952	pass	pass
chr6:17665238-17675770	HLF	0.936101516744256	pass	pass
chr10:13127744-13136897	HLF	0.9254596561976692	pass	pass
chr21:37108391-37164215	HLF	0.9324963313223544	pass	pass
chr13:59810787-59839448	HLF	0.8682505878699144	pass	pass
chr4:182301010-182346929	HLF	0.9788919731667824	pass	pass
chr1:31915894-31919658	HLF	0.9972148687403486	pass	pass
chrX:17687741-17692468	HLF	0.915528272522912	pass	pass
chr22:20464857-20471515	HLF	1	pass	pass
chr17:29285991-29287716	HLF	0.9856141346192812	pass	pass
chr6:104744159-104750472	HLF	0.9998306280875088	pass	pass
chr4:86693586-86701801	HLF	0.9494361695712475	pass	pass
chrX:53645310-53680186	HLF	0.9995271407312628	pass	pass
chr2:101281858-101286177	HLF	0.00109307996300344	fail	fail
chr2:171925536-171976308	HLF	0.9947774997279948	pass	pass
chr1:93876267-93877862	HLF	0.9996973523549118	pass	pass
chr16:87739241-87739333	HLF	0.03418803418803419	fail	fail
chr11:83161326-83184908	HLF	0.999488971287317	pass	pass
chr2:61113769-61118116	HLF	NA	fail	primer_not_found
chr22:41359555-41359725	HLF	0.5097310028511218	pass	pass
chr4:15612265-15644708	HLF	0.7643080282672652	pass	pass
chr11:64287793-64288691	HLF	NA	fail	primer_not_found
chr13:95115921-95188542	HLF	0.9063604240282686	pass	pass
chr5:16779544-16783469	HLF	0.9892356189824544	pass	pass
chr10:11997671-12014184	HLF	0.9739727303786068	pass	pass
chr17:64212573-64214242	HLF	0.9999251944943148	pass	pass
chr14:32090501-32117287	HLF	0.9974433706601216	pass	pass
chr2:193528899-193530278	HLF	0.02025953389830508	fail	fail
chr2:199368604-199433514	HLF	0.9822880971058172	pass	pass
chr12:1141619-1190052	HLF	0.9706850397156274	pass	pass
chr4:1654977-1668905	HLF	0.9956621997911592	pass	pass
chr19:45517662-45518094	HLF	0.42335381913959613	fail	fail
chr2:238356486-238356799	HLF	0.09489166342790516	fail	fail
chr15:97684472-97688759	HLF	NA	fail	primer_not_found
chr21:10510771-10552716	HLF	0.9974118408282108	pass	pass
chr2:159188868-159189269	HLF	NA	fail	primer_not_found
chr14:54702061-54751537	HLF	0.999653249056342	pass	pass
chr3:197115926-197119530	HLF	0.8107418886578525	pass	pass
chr7:24623665-24650712	HLF	0.9753846153846154	pass	pass
chr5:40764513-40777586	HLF	0.9938371034386162	pass	pass
chr11:72984087-72989097	HLF	0.9990067047429848	pass	pass
chr20:32366383-32391167	HLF	0.977021776914426	pass	pass
chr14:34800223-34802988	HLF	0.997935712179298	pass	pass
chr5:37108292-37125409	HLF	0.9836318996089842	pass	pass
chr1:58506059-58539310	HLF	0.9967665653202066	pass	pass
chr4:188508820-188509186	HLF	0.23525994772001163	fail	fail
chr6:13579450-13584225	HLF	0.9900744416873448	pass	pass
chr2:36358903-36442735	HLF	0.9991173355301872	pass	pass
chr14:37282276-37308519	HLF	0.997786470177992	pass	pass
chr2:168129540-168182090	HLF	0.9868227339646304	pass	pass
chr14:63598755-63599973	HLF	0.9997302400863232	pass	pass
chr19:58547375-58550284	HLF	0.9219349884822114	pass	pass
chr18:13666478-13682105	HLF	0.9355328817150343	pass	pass
chr18:12999420-13008631	HLF	0.9913319975607632	pass	pass
chr2:207976650-207977586	HLF	0.9996250468691412	pass	pass
chr8:130358016-130361771	HLF	0.9908839337980948	pass	pass
chr7:90623435-90790652	HLF	0.9645046748071324	pass	pass
chr19:58392975-58393487	HLF	0.9830801413283332	pass	pass
chr5:69174876-69175537	HLF	0.9995467678885048	pass	pass
chr8:102289452-102305295	HLF	0.07692307692307693	fail	fail
chr11:46493607-46512813	HLF	0.999644168565258	pass	pass
chr10:3778786-3779196	HLF	0.5603640040444894	pass	pass
chr9:133791782-133809138	HLF	0.42177589852008457	fail	fail
chr11:46493607-46548500	HLF	0.8969327232672428	pass	pass
chr2:233449981-233452060	HLF	0.9008123987847478	pass	pass
chr6:155127489-155130417	HLF	0.9995614355675756	pass	pass
chr11:18283794-18285459	HLF	0.984534961184452	pass	pass
chr17:63764015-63766194	HLF	0.9992186627971872	pass	pass
chr3:158122102-158203245	HLF	0.966889332003988	pass	pass
chr14:32090501-32094386	HLF	0.9790243767005388	pass	pass
chr4:2949933-2953645	HLF	0.9227528351138696	pass	pass
chr1:235480053-235494828	HLF	0.9660377027926697	pass	pass
chr22:45729424-45740538	HLF	0.9907174018419777	pass	pass
chr11:46808030-46821268	HLF	0.9361380565365576	pass	pass
chr5:143295459-143300763	HLF	0.9998153277931672	pass	pass
chr22:24302194-24338477	HLF	0.9831406030476604	pass	pass
chr4:32069421-32072988	HLF	0.9597619530668832	pass	pass
chr16:69370482-69372355	HLF	0.9997445162232198	pass	pass
chr6:144781921-144803147	HLF	0.9758546497728904	pass	pass
chr20:41202056-41205066	HLF	0.9828370601214712	pass	pass
chr5:94628810-94630743	HLF	0.9996786538517718	pass	pass
chr12:67318683-67349398	HLF	0.904266043023326	pass	pass
chr6:167022408-167044576	HLF	0.4520625750543637	fail	fail
chr22:31714725-31715116	HLF	NA	fail	primer_not_found
chr16:2055979-2058873	HLF	0.0294811320754717	fail	fail
chr22:49797804-49804360	HLF	0.9938222813878026	pass	pass
chr2:61485767-61490776	HLF	0.9993825312476612	pass	pass
chr11:65502264-65502417	HLF	0.5898006183355416	pass	pass
chr17:62033786-62035608	HLF	0.9954021155583904	pass	pass
chr14:36711317-36737791	HLF	0.9996430563301728	pass	pass
chr22:11968253-11968637	HLF	0	fail	fail
chr11:62530300-62530684	HLF	0.04143310008891638	fail	fail
chr22:24302194-24338477	HLF	0.9831406030476604	pass	pass
chrX:101101057-101109998	HLF	0.998426626323752	pass	pass
chr15:32523028-32533368	HLF	0.8510829096936188	pass	pass
chr5:618989-655584	HLF	0.999463686377634	pass	pass
chr5:96985079-97028612	HLF	0.9425466561176524	pass	pass
chr4:1349523-1366431	HLF	0.9991177055373296	pass	pass
chr7:5374054-5378024	HLF	0.999306732398706	pass	pass
chr8:60741258-60743097	HLF	0.9734629294755875	pass	pass
chr1:20969473-20981227	HLF	0.8963976668885454	pass	pass
chr10:124942456-124962408	HLF	0.9912524757144204	pass	pass
chr1:62444737-62445429	HLF	0.9674282936315022	pass	pass
